,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
3792,CHEMBL327497,,0.0,674.82,2.0,7.01,19,COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3ccccc3)C2)cc1OC,IC50,'=',6.62,nM,8.18,,,UO_0000065,,,,,False,CHEMBL840937,Antagonistic activity against histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129219,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,6.62,COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3ccccc3)C2)cc1OC
3795,CHEMBL328511,,0.0,744.89,2.0,6.67,18,COC(=O)c1ccc(Cn2c(C(=O)C3CCN(CCC4(c5ccccc5)CCN(C(=O)c5cc(OC)c(OC)c(OC)c5)C4)CC3)nc3ccccc32)cc1,IC50,'=',5.93,nM,8.23,,,UO_0000065,,,,,False,CHEMBL840937,Antagonistic activity against histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129219,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,5.93,COC(=O)c1ccc(Cn2c(C(=O)C3CCN(CCC4(c5ccccc5)CCN(C(=O)c5cc(OC)c(OC)c(OC)c5)C4)CC3)nc3ccccc32)cc1
3796,CHEMBL452847,,0.0,373.91,0.0,3.71,2,CN1CCN(c2nc(NCc3cccs3)c3cc(Cl)ccc3n2)CC1,Ki,'=',549.54,nM,6.26,,,UO_0000065,16.74,0.34,2.55,14.13,False,CHEMBL3755806,Displacement of [3H]mepyramine from human histamine 1 receptor expressed in Sf9 cell membranes by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751732,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,CHEMBL3308860,,549.54,CN1CCN(c2nc(NCc3cccs3)c3cc(Cl)ccc3n2)CC1
3797,CHEMBL97240,,0.0,778.78,2.0,6.47,3,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCN4CCOCC4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,IC50,'=',6.26,nM,8.2,,,UO_0000065,,,,,False,CHEMBL840937,Antagonistic activity against histamine H1 receptor,F,BAO_0000019,assay format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129219,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997.0,,,6.26,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCN4CCOCC4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC
3798,CHEMBL1277491,,0.0,425.53,0.0,4.76,76,O=C(O)C1CCN(C2CCC3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1,Ki,'=',199.53,nM,6.7,,,UO_0000065,,,,,False,CHEMBL1287093,Antagonist activity against human histamine H1 receptor expressed in CHO cells by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1275351,1,Scientific Literature,J. Med. Chem.,2010.0,CHEMBL3308072,,199.53,O=C(O)C1CCN(C2CCC3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1
3800,CHEMBL3819366,,0.0,321.82,0.0,3.65,7,Cl.Fc1ccc(OCCCN2CCc3ccccc3C2)cc1,Ki,'=',382.0,nM,6.42,,,UO_0000065,22.49,0.42,2.77,51.47,False,CHEMBL3821455,Displacement of [3H]Pyrilamine from human H1 receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3817758,1,Scientific Literature,Bioorg. Med. Chem.,2016.0,,,382.0,Fc1ccc(OCCCN2CCc3ccccc3C2)cc1
3801,CHEMBL1087367,,0.0,350.47,0.0,3.23,3,COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1,Ki,'=',8.4,nM,8.08,,,UO_0000065,23.04,0.42,4.85,24.09,False,CHEMBL1110013,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1157885,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,CHEMBL3308072,,8.4,COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1
3802,CHEMBL1783967,,0.0,309.39,0.0,3.41,3{16},CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1,IC50,'=',470.0,nM,6.33,,,UO_0000065,,,,,False,CHEMBL1785997,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,F,BAO_0000218,organism-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,470.0,CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1
3803,CHEMBL1092600,,0.0,293.41,0.0,3.29,11g,Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1,Ki,'=',11.9,nM,7.92,,,UO_0000065,27.01,0.49,4.63,27.31,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,11.9,Cc1ccc2c(c1)CC(CCN(C)C)=C2Cc1cnccn1
3804,CHEMBL1092652,,0.0,313.83,0.0,3.63,12b,CN(C)CCC1=C(Cc2cccnn2)c2ccc(Cl)cc2C1,Ki,'=',2.1,nM,8.68,,,UO_0000065,27.65,0.54,5.05,29.9,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,2.1,CN(C)CCC1=C(Cc2cccnn2)c2ccc(Cl)cc2C1
3805,CHEMBL398615,METOPIMAZINE,0.0,445.61,0.0,3.28,BDBM179867,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,Ki,'=',8.4,nM,8.08,,326509,UO_0000065,18.12,0.37,4.8,9.65,False,CHEMBL3887248,"Radioligand Binding Assay: The pharmacological profile of metopimazine, metopimazine acid (MPZA), domperidone, and metoclopramide were assessed by radioligand binding and by a functional antagonist assay. For the radioligand binding assay, cell membranes of dopamine D2 receptor expressing cells were incubated with [3H]spiperone and competing drugs in buffer. The assay was terminated by rapid filtration, and the bound radioactive signal was determined by liquid scintillation counting.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3886237,37,BindingDB Database,,2015.0,,,8.4,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
3806,CHEMBL2037528,,0.0,413.97,1.0,5.12,20,O=C(CCCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,Ki,'=',46.0,nM,7.34,,,UO_0000065,17.72,0.36,2.22,20.14,False,CHEMBL2037968,Displacement of [3H]Pyrilamine from human H1 histamine receptor by liquid scintillation assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur. J. Med. Chem.,2012.0,,,46.0,O=C(CCCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1
3807,CHEMBL1824784,,0.0,263.81,0.0,3.45,23,Cl.c1ccc(CN2C3CC4CC(C3)CC2C4)cc1,Ki,'<',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1826288,Inhibition of H1 receptor by NIMH PDSP,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1821607,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011.0,,,10000.0,c1ccc(CN2C3CC4CC(C3)CC2C4)cc1
3810,CHEMBL1643902,,0.0,297.42,0.0,3.45,14f,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2432450,Inhibition of histamine H1 receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013.0,,,10000.0,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41
3811,CHEMBL2432052,,0.0,311.4,0.0,2.63,13f,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2432450,Inhibition of histamine H1 receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013.0,,,10000.0,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21
3812,CHEMBL2432039,,0.0,277.41,0.0,2.09,9l,C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42,Ki,'=',4736.0,nM,5.33,,,UO_0000065,19.19,0.35,3.23,44.26,False,CHEMBL2432450,Inhibition of histamine H1 receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013.0,,,4736.0,C1C2C3CC4C2C2C1C3[C@H](NCC13C5C6C7C5C1C7C63)C42
3813,CHEMBL561489,,0.0,416.5,0.0,4.12,9a,CN(c1ncccn1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,Ki,'=',75.2,nM,7.12,,,UO_0000065,17.1,0.31,3.0,14.22,False,CHEMBL1060927,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154013,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3308072,,75.2,CN(c1ncccn1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
3814,CHEMBL558339,,0.0,374.46,0.0,4.87,4f,Fc1ccc(Cn2c(N3CCC(n4cccc4)CC3)nc3ccccc32)cc1,Ki,'=',59.3,nM,7.23,,,UO_0000065,19.3,0.35,2.36,27.81,False,CHEMBL1060927,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154013,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3308072,,59.3,Fc1ccc(Cn2c(N3CCC(n4cccc4)CC3)nc3ccccc32)cc1
3815,CHEMBL1088900,,0.0,309.41,0.0,2.99,11d,COc1nccnc1CC1=C(CCN(C)C)Cc2ccccc21,Ki,'=',2.2,nM,8.66,,,UO_0000065,27.98,0.51,5.67,22.63,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,2.2,COc1nccnc1CC1=C(CCN(C)C)Cc2ccccc21
3821,CHEMBL1090197,,0.0,279.39,0.0,2.98,12a,CN(C)CCC1=C(Cc2cccnn2)c2ccccc2C1,Ki,'=',7.7,nM,8.11,,,UO_0000065,29.04,0.53,5.13,27.96,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,7.7,CN(C)CCC1=C(Cc2cccnn2)c2ccccc2C1
3822,CHEMBL1092598,,0.0,298.46,0.0,4.21,18a,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1nccs1,Ki,'=',0.8,nM,9.1,,,UO_0000065,30.48,0.59,4.89,56.4,False,CHEMBL1115183,Binding affinity at histamine H1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1156971,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,,,0.8,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1nccs1
3825,CHEMBL555146,,0.0,351.42,0.0,4.83,9,C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc(F)cc3)ccc2o1,Ki,'=',5440.0,nM,5.26,,,UO_0000065,14.98,0.28,0.43,15.74,False,CHEMBL2033479,Binding affinity to human recombinant H1 receptor,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2029214,1,Scientific Literature,J. Med. Chem.,2012.0,,,5440.0,C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc(F)cc3)ccc2o1
3826,CHEMBL10,SB-203580,0.0,377.44,0.0,4.68,SB-203580,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
3827,CHEMBL850,SPARFLOXACIN,4.0,392.41,0.0,2.08,SPARFLOXACIN,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
3828,CHEMBL1747,TOBRAMYCIN,4.0,467.52,2.0,-6.3,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
3829,CHEMBL1747,TOBRAMYCIN,4.0,467.52,2.0,-6.3,TOBRAMYCIN,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
3830,CHEMBL1024,IFOSFAMIDE,4.0,261.09,0.0,1.88,IFOSFAMIDE,O=P1(NCCCl)OCCCN1CCCl,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=P1(NCCCl)OCCCN1CCCl
3831,CHEMBL773,GLYCINE,4.0,75.07,0.0,-0.97,GLYCINE,NCC(=O)O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,NCC(=O)O
3832,CHEMBL407,FLUMAZENIL,4.0,303.29,0.0,1.77,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
3833,CHEMBL515,CHLORAMBUCIL,4.0,304.22,0.0,3.38,CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
3834,CHEMBL560917,,0.0,535.67,1.0,2.92,29,Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,IC50,'=',105.0,nM,6.98,,,UO_0000065,13.03,0.25,4.06,7.67,False,CHEMBL1059633,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152910,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307512,,105.0,Cn1c(N2CCN(CCCN3c4ccccc4Sc4ccc(CCC(=O)O)cc43)CC2)cc(=O)n(C)c1=O
3835,CHEMBL1370,BUDESONIDE,4.0,430.54,0.0,2.72,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
3836,CHEMBL437,SULFATHIAZOLE,4.0,255.32,0.0,1.53,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
3837,CHEMBL128,SUMATRIPTAN,4.0,295.41,0.0,1.32,SUMATRIPTAN,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
3838,CHEMBL557210,,0.0,382.48,0.0,3.12,9n,CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,Ki,'=',3.2,nM,8.49,,,UO_0000065,22.21,0.41,5.37,19.08,False,CHEMBL1060927,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154013,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3308072,,3.2,CN(CCO)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
3839,CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,4.0,472.45,0.0,2.01,BETAMETHASONE PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,IC50,'=',10060.0,nM,5.0,,,UO_0000065,10.58,0.21,2.99,3.54,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,10060.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
3840,CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,4.0,472.45,0.0,2.01,BETAMETHASONE PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,Ki,'=',1169.0,nM,5.93,,,UO_0000065,12.56,0.25,3.92,4.2,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,1169.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
3841,CHEMBL559557,,0.0,442.58,1.0,5.37,9d,CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,Ki,'=',2.4,nM,8.62,,,UO_0000065,19.48,0.36,3.25,35.47,False,CHEMBL1060927,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1154013,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3308072,,2.4,CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
