compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL64875,XRYLGRGAWQSVQW-QGZVFWFLSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20857909.0,KI,=,12,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]prozosin from human cloned histamine H1 receptor expressed in CHO cells,Exploring the neuroleptic substituent in Octoclothepin: potential ligands for positron emission tomography with subnanomolar affinity for a(1)-adrenoceptors.,J. Med. Chem.,PUBLICATION,
CHEMBL64249,XRYLGRGAWQSVQW-UHFFFAOYSA-N,CLOROTEPINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20857909.0,KI,=,0.19,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]prozosin from human cloned histamine H1 receptor expressed in CHO cells,Exploring the neuroleptic substituent in Octoclothepin: potential ligands for positron emission tomography with subnanomolar affinity for a(1)-adrenoceptors.,J. Med. Chem.,PUBLICATION,
CHEMBL1935431,XRZMHKTZJWSXPQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22153347.0,KI,=,5.7,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor,Lead optimization of 2-(piperidin-3-yl)-1H-benzimidazoles: identification of 2-morpholin- and 2-thiomorpholin-2-yl-1H-benzimidazoles as selective and CNS penetrating H1-antihistamines for insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1935431,XRZMHKTZJWSXPQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22153347.0,KI,=,8.9,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor,Lead optimization of 2-(piperidin-3-yl)-1H-benzimidazoles: identification of 2-morpholin- and 2-thiomorpholin-2-yl-1H-benzimidazoles as selective and CNS penetrating H1-antihistamines for insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL244280,XSBNGDJHMKLOOQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,=,6.6,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL945,XSDQTOBWRPYKKA-UHFFFAOYSA-N,AMILORIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL945,XSDQTOBWRPYKKA-UHFFFAOYSA-N,AMILORIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1512,XSFJVAJPIHIPKU-XWCQMRHXSA-N,FLUNISOLIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1512,XSFJVAJPIHIPKU-XWCQMRHXSA-N,FLUNISOLIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL294087,XSLVAIIZNFBGBI-OAQYLSRUSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113836.0,KI,=,34673.69,NM,,,,,,,,,,,,,,,Binding affinity towards Histamine H1 receptor of human membranes.,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 2: binding preference for D-amino acids motifs.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3357043,XSNLDSYJHLYUGZ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25318072.0,KI,=,147,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,Loratadine and Analogues: Discovery and Preliminary Structure-Activity Relationship of Inhibitors of the Amino Acid Transporter B(0)AT2.,J. Med. Chem.,PUBLICATION,
CHEMBL240141,XSOFCOCSPTUCJQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL259765,XSZZVXRYXJUWCA-QZTJIDSGSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18387300.0,KI,=,10,NM,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor,Design and synthesis of morpholine derivatives. SAR for dual serotonin & noradrenaline reuptake inhibition.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL260258,XSZZVXRYXJUWCA-ROUUACIJSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18387300.0,ACTIVITY,,,,Not Active,,,,,,,,,,,,,,Inhibition of histamine H1 receptor,Design and synthesis of morpholine derivatives. SAR for dual serotonin & noradrenaline reuptake inhibition.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1783957,XTVVBTLUOSFTHO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,=,120,NM,,,cell_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1783957,XTVVBTLUOSFTHO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19443217.0,IC50,,,,Not Determined,,organism_based,,,,,SK-N-SH,,,,,,,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,Synthesis and biological evaluation of novel gamma-carboline analogues of Dimebon as potent 5-HT6 receptor antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL31,XUBOMFCQGDBHNK-UHFFFAOYSA-N,GATIFLOXACIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL31,XUBOMFCQGDBHNK-UHFFFAOYSA-N,GATIFLOXACIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL461727,XUCIJNAGGSZNQT-JHSLDZJXSA-N,AMYGDALIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL461727,XUCIJNAGGSZNQT-JHSLDZJXSA-N,AMYGDALIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL902,XUFQPHANEAPEMJ-UHFFFAOYSA-N,FAMOTIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL902,XUFQPHANEAPEMJ-UHFFFAOYSA-N,FAMOTIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1566,XUFXOAAUWZOOIT-SXARVLRPSA-N,ACARBOSE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1566,XUFXOAAUWZOOIT-SXARVLRPSA-N,ACARBOSE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL54943,XUJNEKJLAYXESH-UHFFFAOYSA-N,CYSTEINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12649361.0,KI,=,10000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL1829335,XUKROCVZGZNGSI-CQSZACIVSA-N,IRDABISANT,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21634396.0,INHIBITION,<,11,%,,,,,,,,,,,,,,,Inhibition of human histamine H1 receptor at 10 uM,"Discovery and characterization of 6-{4-[3-(R)-2-methylpyrrolidin-1-yl)propoxy]phenyl}-2H-pyridazin-3-one (CEP-26401, irdabisant): a potent, selective histamine H3 receptor inverse agonist.",J. Med. Chem.,PUBLICATION,
CHEMBL1487,XUKUURHRXDUEBC-KAYWLYCHSA-N,ATORVASTATIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1487,XUKUURHRXDUEBC-KAYWLYCHSA-N,ATORVASTATIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL255618,XURXMJIMPKTNSF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,501.19,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1774495,XURYOEGYBXTQTO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21470866.0,IC50,=,150,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,Synthesis and structure-activity relationship of tricyclic carboxylic acids as novel anti-histamines.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1910381,XUSZWVLIKIUVKA-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21944853.0,KI,=,7.08,NM,,,cell_based,,,,,Sf9,,,,,,,Displacement of [3H]mepyramine from human H1R expressed in Sf9 cells co-expressing RGS4 after 90 mins by liquid scintillation counting,"Mepyramine-JNJ7777120-hybrid compounds show high affinity to hH(1)R, but low affinity to hH(4)R.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3094313,XVKBXJCHXRLYAQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,24238903.0,INHIBITION,=,12.1,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor (unknown origin) at 10 uM relative to control,Benzyloxybenzylammonium chlorides: Simple amine salts that display anticonvulsant activity.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1171434,XVOYSCVBGLVSOL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12649361.0,KI,=,10000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL465170,XVZKDKXYAADAMU-UHFFFAOYSA-N,UR-PI295,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,ACTIVITY,=,0.33,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding at 10 uM by liquid scintillation counting relative to histamine,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL465170,XVZKDKXYAADAMU-UHFFFAOYSA-N,UR-PI295,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,EC50,=,2187.76,NM,,,cell_based,,,,,,,,,,,,Agonist activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding by liquid scintillation counting,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL1235242,XWHHYOYVRVGJJY-QMMMGPOBSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1235242,XWHHYOYVRVGJJY-QMMMGPOBSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL64253,XWOZMTAARRXLLU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,2238.72,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1760,XWTYSIMOBUGWOL-UHFFFAOYSA-N,TERBUTALINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1760,XWTYSIMOBUGWOL-UHFFFAOYSA-N,TERBUTALINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL273575,XXPANQJNYNUNES-UHFFFAOYSA-N,NOMIFENSINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,6146381.0,KI,=,2700,NM,,,,,,,,,,,,,,,,,,,
CHEMBL234926,XXROGKLTLUQVRX-UHFFFAOYSA-N,ALLYL ALCOHOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL234926,XXROGKLTLUQVRX-UHFFFAOYSA-N,ALLYL ALCOHOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1535,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,HYDROXYCHLOROQUINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1535,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,HYDROXYCHLOROQUINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL485549,XXUXXCZCUGIGPP-WLRTZDKTSA-N,NIFURSOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL485549,XXUXXCZCUGIGPP-WLRTZDKTSA-N,NIFURSOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL844,XYLJNLCSTIOKRM-UHFFFAOYSA-N,BRIMONIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL844,XYLJNLCSTIOKRM-UHFFFAOYSA-N,BRIMONIDINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3608450,XYYAWEJOUNEPTR-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,26227772.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor (unknown origin) at 10 uM,C4 phenyl aporphines with selective h5-HT(2B) receptor affinity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL318801,XZKDSZJJFHAYFJ-IBGZPJMESA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372505.0,KI,=,5623.41,NM,,,,,,,,,,,,,,,Binding affinity at human cortical Histamine 1 receptor,Aminoalkoxybiphenylnitriles as histamine-3 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL104669,XZKDSZJJFHAYFJ-LJQANCHMSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372505.0,KI,=,4466.84,NM,,,,,,,,,,,,,,,Binding affinity at human cortical Histamine 1 receptor,Aminoalkoxybiphenylnitriles as histamine-3 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1431,XZWYZXLIPXDOLR-UHFFFAOYSA-N,METFORMIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1431,XZWYZXLIPXDOLR-UHFFFAOYSA-N,METFORMIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1774496,YAMCEGJVTDPCJX-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21470866.0,IC50,=,530,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting,Synthesis and structure-activity relationship of tricyclic carboxylic acids as novel anti-histamines.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1767168,YANGEESWIGIKOP-UMSFTDKQSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,KI,=,25.12,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21062081.0,KI,=,15.85,NM,,,,,,,,,,,,,,,Binding affinity to human histamine H1 receptor,Histamine H3 receptor as a drug discovery target.,J. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,INHIBITION,,,,Active,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization at 100 nM incubated for 30 mins measured after washout followed by repeat histamine challenge at intervals of 90 and 270 mins by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,KD,=,0.794,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization at 100 nM after 30 mins by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21381763.0,KI,=,10,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in intact CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization by FLIPR assay,The discovery of phthalazinone-based human H1 and H3 single-ligand antagonists suitable for intranasal administration for the treatment of allergic rhinitis.,J. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22985961.0,KD,=,0.794,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity against human CHO cells H1 receptor at 100 nM after 30 mins by FLIPR assay,Synthesis and pharmacological investigation of azaphthalazinone human histamine H(1) receptor antagonists.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1767164,YANGEESWIGIKOP-UUWRZZSWSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22985961.0,KI,=,10,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human H1 receptor expressed in CHO cells assessed as inhibition of calcium mobilization by FLIPR assay,Synthesis and pharmacological investigation of azaphthalazinone human histamine H(1) receptor antagonists.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL121,YASAKCUCGLMORW-UHFFFAOYSA-N,ROSIGLITAZONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL121,YASAKCUCGLMORW-UHFFFAOYSA-N,ROSIGLITAZONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
